Occurrence,Entry,Stop_Loss,Take_Profit,Result,Balance,Symbol
2024-02-27 22:45:00,6714.795,6723.995400000001,6668.792999999997,SL,695,Volatility 10 Index
2024-03-03 04:30:00,6693.747,6699.4703,6665.130500000002,SL,680,Volatility 10 Index
2024-03-04 15:20:00,6743.553,6747.302900000001,6724.803499999996,SL,665,Volatility 10 Index
2024-03-07 03:05:00,6686.036,6691.509599999999,6658.668000000003,SL,650,Volatility 10 Index
2024-03-07 05:00:00,6679.297,6684.078699999999,6655.388500000002,TP,725,Volatility 10 Index
2024-03-07 19:05:00,6638.644,6645.921600000001,6602.2559999999985,TP,800,Volatility 10 Index
2024-03-08 03:00:00,6636.545,6642.0637,6608.951500000002,SL,785,Volatility 10 Index
2024-03-12 14:55:00,6656.352,6660.2053,6637.085500000001,SL,770,Volatility 10 Index
2024-03-15 20:00:00,6652.931,6657.5719,6629.726499999998,TP,845,Volatility 10 Index
2024-03-16 01:10:00,6652.235,6657.9055,6623.882499999999,SL,830,Volatility 10 Index
2024-03-16 16:30:00,6681.976,6685.5862,6663.924999999999,TP,905,Volatility 10 Index
2024-03-17 03:30:00,6667.199,6672.017,6643.108999999999,SL,890,Volatility 10 Index
2024-03-17 11:20:00,6659.456,6663.3181,6640.145499999999,SL,875,Volatility 10 Index
2024-03-18 11:05:00,6667.207,6676.1521999999995,6622.481000000004,TP,950,Volatility 10 Index
2024-03-19 22:05:00,6644.362,6650.8355,6611.9945,SL,935,Volatility 10 Index
2024-03-23 04:40:00,6661.456,6666.626000000001,6635.605999999995,Pending,935,Volatility 10 Index
2024-03-23 22:30:00,6630.402,6637.6004,6594.409999999999,SL,920,Volatility 10 Index
2024-03-24 12:55:00,6592.866,6599.1217,6561.5875000000015,SL,905,Volatility 10 Index
2024-03-25 03:50:00,6576.658,6581.2362,6553.767000000001,SL,890,Volatility 10 Index
2024-03-25 06:20:00,6569.526,6578.432699999999,6524.992500000002,SL,875,Volatility 10 Index
2024-03-25 16:45:00,6582.831,6587.8503,6557.7345000000005,SL,860,Volatility 10 Index
2024-03-27 09:50:00,6578.483,6584.9411,6546.192500000001,SL,845,Volatility 10 Index
2024-03-27 23:25:00,6598.899,6606.3669,6561.559500000002,SL,830,Volatility 10 Index
2024-03-28 13:45:00,6598.731,6604.7194,6568.788999999999,SL,815,Volatility 10 Index
2024-03-29 07:05:00,6582.58,6587.216499999999,6559.397500000006,TP,890,Volatility 10 Index
2024-04-04 11:30:00,6614.213,6622.421199999999,6573.172000000004,Pending,890,Volatility 10 Index
2024-04-08 09:10:00,6577.449,6583.373599999999,6547.826000000003,SL,875,Volatility 10 Index
2024-04-09 13:30:00,6551.285,6556.5265,6525.077499999999,SL,860,Volatility 10 Index
2024-04-10 03:00:00,6552.533,6564.0554999999995,6494.920500000005,SL,845,Volatility 10 Index
2024-04-13 03:00:00,6503.473,6510.6197,6467.739499999999,TP,920,Volatility 10 Index
2024-04-13 18:45:00,6469.994,6476.207899999999,6438.924500000001,SL,905,Volatility 10 Index
2024-04-14 10:55:00,6463.864,6467.536899999999,6445.499500000002,SL,890,Volatility 10 Index
2024-04-16 13:55:00,6478.293,6489.8276,6420.62,Pending,890,Volatility 10 Index
2024-04-16 19:20:00,6449.114,6457.205599999999,6408.656000000001,TP,965,Volatility 10 Index
2024-04-17 02:00:00,6424.155,6433.5358,6377.251,SL,950,Volatility 10 Index
2024-04-17 03:50:00,6408.834,6417.8221,6363.893499999997,SL,935,Volatility 10 Index
2024-04-18 23:45:00,6415.674,6421.083799999999,6388.625000000003,TP,1010,Volatility 10 Index
2024-04-19 05:30:00,6417.866,6431.3234,6350.578999999999,Pending,1010,Volatility 10 Index
2024-04-19 10:50:00,6404.004,6408.921,6379.418999999998,TP,1085,Volatility 10 Index
2024-04-21 16:20:00,6375.253,6385.1882,6325.577,SL,1070,Volatility 10 Index
2024-04-23 03:20:00,6374.966,6380.4363,6347.614500000001,Pending,1070,Volatility 10 Index
2024-04-25 22:15:00,6257.424,6262.8558,6230.2649999999985,SL,1055,Volatility 10 Index
2024-04-26 05:45:00,6258.573,6262.096300000001,6240.956499999997,SL,1040,Volatility 10 Index
2024-04-27 18:40:00,6286.721,6292.141799999999,6259.617,SL,1025,Volatility 10 Index
2024-04-29 11:35:00,6300.362,6304.663,6278.857000000003,SL,1010,Volatility 10 Index
2024-05-01 03:50:00,6276.325,6282.023,6247.834999999998,SL,995,Volatility 10 Index
2024-05-05 14:35:00,6309.589,6314.9141,6282.9635,TP,1070,Volatility 10 Index
2024-05-05 22:40:00,6285.986,6289.998799999999,6265.922000000002,SL,1055,Volatility 10 Index
2024-05-05 23:30:00,6286.976,6292.9105,6257.303499999998,TP,1130,Volatility 10 Index
2024-05-06 12:45:00,6260.754,6265.7403,6235.8224999999975,SL,1115,Volatility 10 Index
2024-05-09 10:45:00,6273.081,6280.664400000001,6235.163999999998,SL,1100,Volatility 10 Index
2024-05-09 22:20:00,6277.269,6282.9846,6248.6910000000025,SL,1085,Volatility 10 Index
2024-05-11 14:45:00,6272.153,6282.3852,6220.992000000003,TP,1160,Volatility 10 Index
2024-05-12 01:05:00,6257.648,6267.2312,6209.732,TP,1235,Volatility 10 Index
2024-05-14 08:35:00,6334.465,6340.3742,6304.919,SL,1220,Volatility 10 Index
2024-05-14 09:30:00,6329.149,6333.7052,6306.368,SL,1205,Volatility 10 Index
2024-05-15 21:40:00,6317.865,6321.869000000001,6297.844999999996,TP,1280,Volatility 10 Index
2024-05-16 07:50:00,6298.412,6305.6368,6262.2880000000005,SL,1265,Volatility 10 Index
2024-05-16 17:35:00,6308.733,6315.924800000001,6272.773999999998,SL,1250,Volatility 10 Index
2024-05-16 23:25:00,6298.175,6304.1810000000005,6268.144999999999,SL,1235,Volatility 10 Index
2024-05-18 11:15:00,6308.34,6312.5728,6287.176000000001,SL,1220,Volatility 10 Index
2024-05-20 15:40:00,6316.923,6325.927599999999,6271.900000000003,TP,1295,Volatility 10 Index
2024-05-22 16:20:00,6272.506,6276.244900000001,6253.811499999999,SL,1280,Volatility 10 Index
2024-05-26 06:35:00,6254.142,6258.8808,6230.447999999999,SL,1265,Volatility 10 Index
2024-05-30 20:20:00,6204.232,6213.000099999999,6160.391500000003,SL,1250,Volatility 10 Index
2024-05-31 17:50:00,6242.304,6248.5718,6210.965000000002,SL,1235,Volatility 10 Index
2024-06-02 00:30:00,6289.424,6294.8602,6262.2429999999995,TP,1310,Volatility 10 Index
2024-06-02 20:05:00,6283.605,6289.563699999999,6253.811500000003,SL,1295,Volatility 10 Index
2024-06-04 04:45:00,6250.675,6255.6965,6225.567500000001,SL,1280,Volatility 10 Index
2024-06-05 04:20:00,6213.287,6218.292,6188.262,SL,1265,Volatility 10 Index
2024-06-05 21:25:00,6190.844,6203.3169,6128.479500000001,SL,1250,Volatility 10 Index
2024-06-07 20:55:00,6174.078,6179.677000000001,6146.083,TP,1325,Volatility 10 Index
2024-06-08 04:30:00,6175.278,6181.518300000001,6144.076499999998,SL,1310,Volatility 10 Index
2024-06-08 13:20:00,6118.355,6129.159199999998,6064.334000000006,SL,1295,Volatility 10 Index
2024-06-10 23:10:00,6180.56,6184.9611,6158.5545,SL,1280,Volatility 10 Index
2024-06-13 21:40:00,6158.623,6163.9514,6131.980999999998,SL,1265,Volatility 10 Index
2024-06-15 21:30:00,6195.511,6199.8923,6173.6045,SL,1250,Volatility 10 Index
2024-06-16 05:45:00,6191.547,6195.664299999999,6170.960500000005,SL,1235,Volatility 10 Index
2024-06-17 04:20:00,6203.992,6209.494200000001,6176.480999999996,TP,1310,Volatility 10 Index
2024-06-17 18:25:00,6195.721,6201.2726999999995,6167.9625,TP,1385,Volatility 10 Index
2024-06-17 22:00:00,6191.325,6195.0793,6172.553499999997,TP,1460,Volatility 10 Index
2024-06-28 07:50:00,6211.196,6221.8616,6157.867999999999,SL,1445,Volatility 10 Index
2024-07-02 01:40:00,6253.79,6259.1107,6227.186499999999,SL,1430,Volatility 10 Index
2024-07-02 06:20:00,6247.145,6251.7133,6224.303500000001,SL,1415,Volatility 10 Index
2024-07-06 06:15:00,6221.499,6226.918699999999,6194.4005000000025,SL,1400,Volatility 10 Index
2024-07-07 20:20:00,6231.702,6235.102100000001,6214.7014999999965,SL,1385,Volatility 10 Index
2024-07-08 18:00:00,6236.777,6241.719300000001,6212.065499999997,SL,1370,Volatility 10 Index
2024-07-09 20:35:00,6196.506,6203.5647,6161.212500000002,TP,1445,Volatility 10 Index
2024-07-10 10:50:00,6199.375,6202.2669,6184.915500000002,TP,1520,Volatility 10 Index
2024-07-12 23:55:00,6248.894,6254.272999999999,6221.999000000005,SL,1505,Volatility 10 Index
2024-07-13 00:25:00,6238.95,6242.5987,6220.706500000001,TP,1580,Volatility 10 Index
2024-07-16 23:40:00,6314.253,6320.7397,6281.819499999998,SL,1565,Volatility 10 Index
2024-07-18 05:00:00,6362.733,6368.9766,6331.515000000001,Pending,1565,Volatility 10 Index
2024-07-18 05:40:00,6364.038,6369.0826,6338.814999999999,Pending,1565,Volatility 10 Index
2024-07-19 23:05:00,6330.704,6335.311899999999,6307.664500000004,Pending,1565,Volatility 10 Index
2024-01-01 22:05:00,6099.92,6125.77,5970.669999999998,SL,485,Drift Switch Index 20
2024-01-04 10:15:00,5924.93,5939.384000000001,5852.659999999997,Pending,485,Drift Switch Index 20
2024-01-05 16:05:00,5695.36,5709.087999999999,5626.720000000004,SL,470,Drift Switch Index 20
2024-01-06 00:10:00,5709.7,5729.995000000001,5608.224999999995,TP,545,Drift Switch Index 20
2024-01-08 09:05:00,5661.45,5694.5160000000005,5496.119999999996,Pending,545,Drift Switch Index 20
2024-01-09 06:15:00,5549.35,5567.225,5459.975,Pending,545,Drift Switch Index 20
2024-01-11 02:45:00,5446.65,5475.700999999999,5301.395000000002,Pending,545,Drift Switch Index 20
2024-01-11 07:55:00,5412.36,5448.7919999999995,5230.200000000001,Pending,545,Drift Switch Index 20
2024-01-14 12:45:00,5123.12,5150.256999999999,4987.435000000006,SL,530,Drift Switch Index 20
2024-01-15 09:50:00,5101.73,5116.91,5025.829999999998,SL,515,Drift Switch Index 20
2024-01-18 12:45:00,5003.7,5015.58,4944.299999999999,SL,500,Drift Switch Index 20
2024-01-19 13:15:00,4876.58,4890.924,4804.86,SL,485,Drift Switch Index 20
2024-01-20 21:25:00,4764.15,4781.42,4677.799999999997,SL,470,Drift Switch Index 20
2024-01-24 08:50:00,4821.11,4845.375999999999,4699.780000000002,SL,455,Drift Switch Index 20
2024-01-27 14:45:00,4768.33,4777.657999999999,4721.690000000002,SL,440,Drift Switch Index 20
2024-01-30 03:20:00,4702.65,4709.601999999999,4667.890000000003,SL,425,Drift Switch Index 20
2024-02-10 08:10:00,4707.56,4729.505,4597.835000000002,SL,410,Drift Switch Index 20
2024-02-11 10:35:00,4752.75,4765.048000000001,4691.259999999997,SL,395,Drift Switch Index 20
2024-02-12 12:30:00,4714.04,4738.152,4593.48,SL,380,Drift Switch Index 20
2024-02-14 23:50:00,4667.38,4672.836,4640.099999999999,SL,365,Drift Switch Index 20
2024-02-15 19:40:00,4722.31,4733.904,4664.34,SL,350,Drift Switch Index 20
2024-02-15 20:50:00,4718.37,4727.334999999999,4673.545000000004,SL,335,Drift Switch Index 20
2024-02-18 11:10:00,4563.42,4584.386,4458.589999999998,TP,410,Drift Switch Index 20
2024-02-20 07:15:00,4510.14,4519.050000000001,4465.5899999999965,SL,395,Drift Switch Index 20
2024-02-22 04:30:00,4560.55,4584.079000000001,4442.904999999998,TP,470,Drift Switch Index 20
2024-02-22 06:45:00,4575.54,4586.012,4523.180000000001,SL,455,Drift Switch Index 20
2024-02-23 16:30:00,4564.69,4587.602999999999,4450.125000000002,SL,440,Drift Switch Index 20
2024-02-23 19:15:00,4571.65,4585.818,4500.809999999997,SL,425,Drift Switch Index 20
2024-02-28 23:15:00,4826.45,4832.896000000001,4794.219999999996,SL,410,Drift Switch Index 20
2024-03-07 18:30:00,5256.23,5267.405999999999,5200.350000000002,TP,485,Drift Switch Index 20
2024-03-07 19:20:00,5239.94,5246.936,5204.959999999999,TP,560,Drift Switch Index 20
2024-03-16 09:45:00,5158.81,5171.955,5093.085000000003,SL,545,Drift Switch Index 20
2024-03-16 19:30:00,5129.59,5144.660000000001,5054.239999999997,SL,530,Drift Switch Index 20
2024-03-21 12:05:00,5110.57,5120.723,5059.8049999999985,TP,605,Drift Switch Index 20
2024-03-21 18:35:00,5105.98,5134.161999999999,4965.070000000001,SL,590,Drift Switch Index 20
2024-03-23 22:35:00,4964.8,4972.686999999999,4925.365000000006,SL,575,Drift Switch Index 20
2024-03-24 00:25:00,4937.44,4949.925,4875.014999999997,SL,560,Drift Switch Index 20
2024-03-25 04:10:00,4931.75,4953.288,4824.060000000002,SL,545,Drift Switch Index 20
2024-03-28 06:15:00,4898.65,4924.884999999999,4767.475000000001,SL,530,Drift Switch Index 20
2024-03-30 14:55:00,5001.38,5033.3460000000005,4841.549999999998,SL,515,Drift Switch Index 20
2024-03-31 05:55:00,4971.59,4998.1,4839.039999999999,TP,590,Drift Switch Index 20
2024-04-02 09:05:00,4952.66,4969.775999999999,4867.0800000000045,SL,575,Drift Switch Index 20
2024-04-03 10:55:00,4866.3,4880.138,4797.1100000000015,SL,560,Drift Switch Index 20
2024-04-06 09:55:00,4999.92,5008.1810000000005,4958.614999999998,SL,545,Drift Switch Index 20
2024-04-09 08:05:00,5129.31,5150.21,5024.810000000002,TP,620,Drift Switch Index 20
2024-04-12 13:55:00,5179.56,5200.647000000001,5074.124999999998,TP,695,Drift Switch Index 20
2024-04-16 19:15:00,4871.57,4884.539,4806.724999999999,TP,770,Drift Switch Index 20
2024-04-21 21:45:00,4871.96,4882.739999999999,4818.060000000006,SL,755,Drift Switch Index 20
2024-04-22 02:20:00,4810.23,4822.891,4746.924999999999,SL,740,Drift Switch Index 20
2024-04-22 21:20:00,4939.59,4957.025,4852.415000000003,Pending,740,Drift Switch Index 20
2024-04-25 09:20:00,4729.98,4740.572999999999,4677.015,TP,815,Drift Switch Index 20
2024-04-25 22:00:00,4657.53,4685.7119999999995,4516.620000000001,SL,800,Drift Switch Index 20
2024-04-27 03:30:00,4559.71,4578.893999999999,4463.790000000004,TP,875,Drift Switch Index 20
2024-04-27 10:00:00,4542.21,4557.863,4463.944999999999,SL,860,Drift Switch Index 20
2024-04-27 11:05:00,4544.96,4552.506,4507.229999999999,TP,935,Drift Switch Index 20
2024-04-28 18:35:00,4532.07,4543.542999999999,4474.7050000000045,SL,920,Drift Switch Index 20
2024-04-29 00:20:00,4514.14,4528.594,4441.870000000002,SL,905,Drift Switch Index 20
2024-05-11 14:25:00,4733.36,4743.9529999999995,4680.395,SL,890,Drift Switch Index 20
2024-05-14 07:30:00,4659.47,4679.171,4560.965,SL,875,Drift Switch Index 20
2024-05-14 15:25:00,4645.82,4667.721,4536.3150000000005,SL,860,Drift Switch Index 20
2024-05-15 02:00:00,4573.41,4578.503,4547.945000000001,TP,935,Drift Switch Index 20
2024-05-15 04:00:00,4569.64,4574.755000000001,4544.064999999997,TP,1010,Drift Switch Index 20
2024-05-24 18:35:00,4793.01,4804.977999999999,4733.1700000000055,SL,995,Drift Switch Index 20
2024-05-26 08:55:00,4694.36,4706.580999999999,4633.255000000002,SL,980,Drift Switch Index 20
2024-05-26 11:35:00,4673.86,4682.593999999999,4630.190000000002,SL,965,Drift Switch Index 20
2024-05-31 11:35:00,4493.27,4505.986000000001,4429.689999999999,TP,1040,Drift Switch Index 20
2024-06-02 16:10:00,4452.88,4465.497,4389.794999999999,SL,1025,Drift Switch Index 20
2024-06-03 09:45:00,4382.08,4398.888,4298.04,SL,1010,Drift Switch Index 20
2024-06-06 09:05:00,4234.3,4243.826,4186.670000000001,TP,1085,Drift Switch Index 20
2024-06-15 08:50:00,4418.81,4425.3769999999995,4385.975000000005,SL,1070,Drift Switch Index 20
2024-06-16 03:10:00,4427.16,4440.580000000001,4360.059999999995,Pending,1070,Drift Switch Index 20
2024-06-16 07:40:00,4408.66,4442.275999999999,4240.5800000000045,Pending,1070,Drift Switch Index 20
2024-06-24 04:15:00,4002.36,4014.24,3942.960000000002,SL,1055,Drift Switch Index 20
2024-06-26 08:55:00,4003.1,4011.889,3959.154999999999,SL,1040,Drift Switch Index 20
2024-06-27 15:15:00,4009.68,4031.4049999999997,3901.0550000000003,TP,1115,Drift Switch Index 20
2024-07-05 21:25:00,3820.14,3829.303,3774.325,SL,1100,Drift Switch Index 20
2024-07-06 20:10:00,3937.38,3948.545,3881.5550000000003,TP,1175,Drift Switch Index 20
2024-07-07 04:35:00,3910.0,3917.04,3874.8,TP,1250,Drift Switch Index 20
2024-07-07 13:15:00,3854.5,3868.2830000000004,3785.584999999998,SL,1235,Drift Switch Index 20
2024-07-13 12:05:00,3979.9,3991.494,3921.93,SL,1220,Drift Switch Index 20
2024-07-14 18:20:00,4097.56,4114.852000000001,4011.0999999999985,Pending,1220,Drift Switch Index 20
2024-07-14 21:05:00,4083.14,4095.042,4023.6299999999997,TP,1295,Drift Switch Index 20
2024-07-19 12:55:00,4031.56,4040.03,3989.2099999999987,TP,1370,Drift Switch Index 20
2024-01-01 13:20:00,2344.15,2368.2509999999997,2223.645000000002,SL,485,Volatility 100 Index
2024-01-07 02:00:00,2270.94,2281.1259999999997,2220.0100000000016,SL,470,Volatility 100 Index
2024-01-07 13:10:00,2151.22,2180.4139999999998,2005.25,SL,455,Volatility 100 Index
2024-01-09 20:35:00,2315.58,2345.522,2165.87,Pending,455,Volatility 100 Index
2024-01-13 20:45:00,2148.43,2159.7379999999994,2091.890000000002,TP,530,Volatility 100 Index
2024-01-16 17:40:00,2077.66,2089.419,2018.8649999999998,TP,605,Volatility 100 Index
2024-01-16 20:50:00,2047.63,2065.373,1958.9150000000004,SL,590,Volatility 100 Index
2024-01-16 22:00:00,2049.9,2061.23,1993.2500000000005,SL,575,Volatility 100 Index
2024-01-20 02:10:00,1865.03,1936.541,1507.4750000000001,SL,560,Volatility 100 Index
2024-01-25 04:25:00,1731.46,1745.661,1660.455,SL,545,Volatility 100 Index
2024-01-28 17:30:00,2051.25,2071.721,1948.895,SL,530,Volatility 100 Index
2024-01-29 07:30:00,1984.41,1998.237,1915.275,SL,515,Volatility 100 Index
2024-01-30 22:55:00,1806.24,1828.163,1696.625,SL,500,Volatility 100 Index
2024-01-31 09:45:00,1821.67,1838.1260000000002,1739.3899999999994,TP,575,Volatility 100 Index
2024-02-09 22:15:00,1775.16,1785.72,1722.3600000000004,SL,560,Volatility 100 Index
2024-02-14 07:00:00,2031.98,2047.8419999999999,1952.6700000000008,SL,545,Volatility 100 Index
2024-02-14 16:20:00,1965.25,1980.0339999999999,1891.3300000000006,SL,530,Volatility 100 Index
2024-02-15 11:00:00,2039.1,2081.7690000000002,1825.7549999999983,TP,605,Volatility 100 Index
2024-02-16 13:05:00,2038.69,2055.63,1953.9899999999998,SL,590,Volatility 100 Index
2024-02-17 21:30:00,1913.08,1935.1240000000003,1802.8599999999983,SL,575,Volatility 100 Index
2024-02-17 22:10:00,1923.41,1936.7090000000003,1856.914999999999,SL,560,Volatility 100 Index
2024-02-18 06:25:00,1860.06,1883.0279999999998,1745.2200000000007,SL,545,Volatility 100 Index
2024-02-24 14:35:00,1887.0,1906.888,1787.5600000000004,TP,620,Volatility 100 Index
2024-02-29 19:05:00,1979.32,2007.6119999999996,1837.8600000000015,SL,605,Volatility 100 Index
2024-03-02 13:30:00,1891.19,1903.147,1831.4050000000007,SL,590,Volatility 100 Index
2024-03-05 09:15:00,1922.96,1937.469,1850.415,SL,575,Volatility 100 Index
2024-03-06 14:55:00,1999.39,2014.284,1924.92,SL,560,Volatility 100 Index
2024-03-07 11:25:00,1883.25,1891.8960000000002,1840.019999999999,SL,545,Volatility 100 Index
2024-03-17 09:45:00,1857.3,1878.42,1751.6999999999994,TP,620,Volatility 100 Index
2024-03-19 15:55:00,1874.79,1883.579,1830.845,SL,605,Volatility 100 Index
2024-03-20 13:15:00,1952.86,1972.1319999999998,1856.5000000000002,TP,680,Volatility 100 Index
2024-03-20 17:50:00,1949.02,1958.414,1902.05,TP,755,Volatility 100 Index
2024-03-23 00:45:00,2067.53,2089.299,1958.6850000000013,Pending,755,Volatility 100 Index
2024-03-31 08:15:00,1701.0,1711.802,1646.9900000000005,SL,740,Volatility 100 Index
2024-04-08 06:20:00,1639.09,1659.407,1537.5049999999999,SL,725,Volatility 100 Index
2024-04-08 10:40:00,1549.18,1573.094,1429.6100000000001,TP,800,Volatility 100 Index
2024-04-12 01:45:00,1516.2,1522.635,1484.0250000000003,SL,785,Volatility 100 Index
2024-04-13 23:45:00,1674.65,1703.382,1530.9900000000002,TP,860,Volatility 100 Index
2024-04-17 10:00:00,1548.15,1574.0660000000003,1418.5699999999993,TP,935,Volatility 100 Index
2024-04-19 13:25:00,1484.08,1492.561,1441.675,SL,920,Volatility 100 Index
2024-04-19 15:00:00,1481.57,1495.848,1410.1799999999998,SL,905,Volatility 100 Index
2024-04-26 00:35:00,1670.11,1694.2549999999999,1549.385,TP,980,Volatility 100 Index
2024-04-27 17:15:00,1579.66,1591.7930000000001,1518.995,SL,965,Volatility 100 Index
2024-04-29 13:20:00,1662.48,1668.838,1630.6900000000003,SL,950,Volatility 100 Index
2024-04-29 19:00:00,1677.85,1686.3529999999996,1635.3350000000014,TP,1025,Volatility 100 Index
2024-04-29 20:05:00,1675.62,1689.502,1606.2099999999996,TP,1100,Volatility 100 Index
2024-05-02 12:40:00,1673.44,1691.5459999999998,1582.9100000000012,SL,1085,Volatility 100 Index
2024-05-02 23:40:00,1727.05,1734.717,1688.7149999999992,SL,1070,Volatility 100 Index
2024-05-08 08:00:00,1738.55,1754.511,1658.745,TP,1145,Volatility 100 Index
2024-05-11 23:10:00,1384.71,1397.756,1319.4799999999998,SL,1130,Volatility 100 Index
2024-05-12 11:40:00,1433.42,1447.247,1364.285,TP,1205,Volatility 100 Index
2024-05-13 01:50:00,1424.9,1437.88,1360.0,SL,1190,Volatility 100 Index
2024-05-21 12:40:00,1360.39,1379.0130000000001,1267.2749999999999,SL,1175,Volatility 100 Index
2024-05-26 22:25:00,1344.96,1352.4620000000002,1307.4499999999991,SL,1160,Volatility 100 Index
2024-05-28 07:00:00,1290.46,1302.4610000000002,1230.454999999999,SL,1145,Volatility 100 Index
2024-05-31 10:35:00,1450.22,1463.057,1386.035,SL,1130,Volatility 100 Index
2024-05-31 11:45:00,1430.52,1450.287,1331.6849999999997,SL,1115,Volatility 100 Index
2024-06-04 10:50:00,1681.39,1692.9840000000002,1623.4199999999998,SL,1100,Volatility 100 Index
2024-06-07 18:25:00,1715.16,1735.6200000000003,1612.8599999999988,TP,1175,Volatility 100 Index
2024-06-11 19:35:00,1504.99,1539.1010000000003,1334.4349999999984,SL,1160,Volatility 100 Index
2024-06-13 15:50:00,1377.67,1398.6689999999999,1272.675000000001,SL,1145,Volatility 100 Index
2024-06-13 20:05:00,1365.73,1373.969,1324.5349999999999,TP,1220,Volatility 100 Index
2024-06-15 05:05:00,1323.63,1347.8190000000002,1202.6849999999997,TP,1295,Volatility 100 Index
2024-06-15 10:45:00,1283.89,1292.558,1240.5500000000006,SL,1280,Volatility 100 Index
2024-06-16 04:00:00,1316.7,1327.0069999999998,1265.165000000001,TP,1355,Volatility 100 Index
2024-06-19 06:15:00,1115.97,1123.2630000000001,1079.5049999999994,TP,1430,Volatility 100 Index
2024-06-19 07:45:00,1107.16,1112.693,1079.4950000000006,SL,1415,Volatility 100 Index
2024-06-20 23:15:00,1100.96,1108.3190000000002,1064.1649999999993,SL,1400,Volatility 100 Index
2024-06-22 04:05:00,1176.04,1188.415,1114.165,SL,1385,Volatility 100 Index
2024-06-22 05:30:00,1179.37,1190.9859999999999,1121.29,SL,1370,Volatility 100 Index
2024-06-23 15:20:00,1092.3,1100.231,1052.6449999999998,TP,1445,Volatility 100 Index
2024-06-25 14:15:00,1055.97,1063.571,1017.9650000000006,SL,1430,Volatility 100 Index
